AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
Zambia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,12.4456489,A,Normal value
Zimbabwe,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2024,14.61168899,A,Normal value
Zimbabwe,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2024,3.409239041,A,Normal value
Albania,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Albania,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Algeria,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Algeria,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Argentina,Total,25 years old and over,Total,Total,Total,2024,45.59581066,A,Normal value
Argentina,Total,15 to 24 years old,Total,Total,Total,2024,37.09493792,A,Normal value
Armenia,Total,25 years old and over,Total,Total,Total,2024,19.53833791,A,Normal value
Armenia,Total,15 to 24 years old,Total,Total,Total,2024,21.79887614,A,Normal value
Australia,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Australia,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Austria,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Austria,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Azerbaijan,Total,25 years old and over,Total,Total,Total,2024,28.07674565,A,Normal value
Azerbaijan,Total,15 to 24 years old,Total,Total,Total,2024,17.44122311,A,Normal value
Bahrain,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Bahrain,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Bangladesh,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Bangladesh,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Belgium,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Belgium,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Belize,Total,25 years old and over,Total,Total,Total,2024,18.92724698,A,Normal value
Belize,Total,15 to 24 years old,Total,Total,Total,2024,15.71738551,A,Normal value
Benin,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Benin,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Bolivia,Total,25 years old and over,Total,Total,Total,2024,14.33218826,A,Normal value
Bolivia,Total,15 to 24 years old,Total,Total,Total,2024,15.86941796,A,Normal value
Bosnia and Herzegovina,Total,25 years old and over,Total,Total,Total,2024,18.5626124,A,Normal value
Bosnia and Herzegovina,Total,15 to 24 years old,Total,Total,Total,2024,12.33128832,A,Normal value
Botswana,Total,25 years old and over,Total,Total,Total,2024,23.41815211,A,Normal value
Botswana,Total,15 to 24 years old,Total,Total,Total,2024,16.3712455,A,Normal value
Brazil,Total,25 years old and over,Total,Total,Total,2024,52.52866724,A,Normal value
Brazil,Total,15 to 24 years old,Total,Total,Total,2024,64.80969589,A,Normal value
Bulgaria,Total,25 years old and over,Total,Total,Total,2024,25.78355337,A,Normal value
Bulgaria,Total,15 to 24 years old,Total,Total,Total,2024,29.8973384,A,Normal value
Burkina Faso,Total,25 years old and over,Total,Total,Total,2024,15.78424048,A,Normal value
Burkina Faso,Total,15 to 24 years old,Total,Total,Total,2024,10.6337798,A,Normal value
Cambodia,Total,25 years old and over,Total,Total,Total,2024,13.16089245,A,Normal value
Cambodia,Total,15 to 24 years old,Total,Total,Total,2024,13.24867146,A,Normal value
Cameroon,Total,25 years old and over,Total,Total,Total,2024,16.01919881,A,Normal value
Cameroon,Total,15 to 24 years old,Total,Total,Total,2024,16.6070043,A,Normal value
Canada,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Canada,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Chad,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Chad,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Chile,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Chile,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
China,Total,25 years old and over,Total,Total,Total,2024,73.43504669,A,Normal value
China,Total,15 to 24 years old,Total,Total,Total,2024,80.47525599,A,Normal value
Colombia,Total,25 years old and over,Total,Total,Total,2024,19.14592648,A,Normal value
Colombia,Total,15 to 24 years old,Total,Total,Total,2024,18.1487935,A,Normal value
Comoros,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Comoros,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
"Congo, Dem. Rep.",Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
"Congo, Dem. Rep.",Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
"Congo, Rep.",Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
"Congo, Rep.",Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Costa Rica,Total,25 years old and over,Total,Total,Total,2024,35.08801984,A,Normal value
Costa Rica,Total,15 to 24 years old,Total,Total,Total,2024,39.08920563,A,Normal value
Cote d'Ivoire,Total,25 years old and over,Total,Total,Total,2024,30.21987292,A,Normal value
Cote d'Ivoire,Total,15 to 24 years old,Total,Total,Total,2024,15.62996996,A,Normal value
Croatia,Total,25 years old and over,Total,Total,Total,2024,55.80238813,A,Normal value
Croatia,Total,15 to 24 years old,Total,Total,Total,2024,16.19290893,A,Normal value
Cyprus,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Cyprus,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Czechia,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Czechia,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Denmark,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Denmark,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Dominican Republic,Total,25 years old and over,Total,Total,Total,2024,20.593484,A,Normal value
Dominican Republic,Total,15 to 24 years old,Total,Total,Total,2024,19.3444998,A,Normal value
Ecuador,Total,25 years old and over,Total,Total,Total,2024,19.32116649,A,Normal value
Ecuador,Total,15 to 24 years old,Total,Total,Total,2024,20.46648934,A,Normal value
"Egypt, Arab Rep.",Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
"Egypt, Arab Rep.",Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
El Salvador,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
El Salvador,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Estonia,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Estonia,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Eswatini,Total,25 years old and over,Total,Total,Total,2024,40.82090023,A,Normal value
Eswatini,Total,15 to 24 years old,Total,Total,Total,2024,22.78818512,A,Normal value
Ethiopia,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Ethiopia,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Finland,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Finland,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
France,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
France,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Gabon,Total,25 years old and over,Total,Total,Total,2024,41.99772427,A,Normal value
Gabon,Total,15 to 24 years old,Total,Total,Total,2024,30.71169213,A,Normal value
"Gambia, The",Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
"Gambia, The",Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Georgia,Total,25 years old and over,Total,Total,Total,2024,35.8666161,A,Normal value
Georgia,Total,15 to 24 years old,Total,Total,Total,2024,22.54477034,A,Normal value
Germany,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Germany,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Ghana,Total,25 years old and over,Total,Total,Total,2024,14.93902923,A,Normal value
Ghana,Total,15 to 24 years old,Total,Total,Total,2024,13.52093766,A,Normal value
Greece,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Greece,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Guatemala,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Guatemala,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Guinea,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Guinea,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Honduras,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Honduras,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
"Hong Kong SAR, China",Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
"Hong Kong SAR, China",Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Hungary,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Hungary,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Iceland,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Iceland,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
India,Total,25 years old and over,Total,Total,Total,2024,13.50160687,A,Normal value
India,Total,15 to 24 years old,Total,Total,Total,2024,19.59867143,A,Normal value
Indonesia,Total,25 years old and over,Total,Total,Total,2024,10.95606294,A,Normal value
Indonesia,Total,15 to 24 years old,Total,Total,Total,2024,14.04621581,A,Normal value
"Iran, Islamic Rep.",Total,25 years old and over,Total,Total,Total,2024,40.58699929,A,Normal value
"Iran, Islamic Rep.",Total,15 to 24 years old,Total,Total,Total,2024,40.71490291,A,Normal value
Iraq,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Iraq,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Ireland,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Ireland,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Israel,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Israel,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Italy,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Italy,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Japan,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Japan,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Jordan,Total,25 years old and over,Total,Total,Total,2024,17.90699221,A,Normal value
Jordan,Total,15 to 24 years old,Total,Total,Total,2024,11.68341188,A,Normal value
Kazakhstan,Total,25 years old and over,Total,Total,Total,2024,55.16882562,A,Normal value
Kazakhstan,Total,15 to 24 years old,Total,Total,Total,2024,31.72152284,A,Normal value
Kenya,Total,25 years old and over,Total,Total,Total,2024,54.72140698,A,Normal value
Kenya,Total,15 to 24 years old,Total,Total,Total,2024,55.57061406,A,Normal value
"Korea, Rep.",Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
"Korea, Rep.",Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Kosovo,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Kosovo,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Kuwait,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Kuwait,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Kyrgyz Republic,Total,25 years old and over,Total,Total,Total,2024,38.12734758,A,Normal value
Kyrgyz Republic,Total,15 to 24 years old,Total,Total,Total,2024,26.21254603,A,Normal value
Lao PDR,Total,25 years old and over,Total,Total,Total,2024,12.00513962,A,Normal value
Lao PDR,Total,15 to 24 years old,Total,Total,Total,2024,7.603162385,A,Normal value
Latvia,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Latvia,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Lebanon,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Lebanon,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Lesotho,Total,25 years old and over,Total,Total,Total,2024,21.93553323,A,Normal value
Lesotho,Total,15 to 24 years old,Total,Total,Total,2024,13.86225884,A,Normal value
Liberia,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Liberia,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Libya,Total,25 years old and over,Total,Total,Total,2024,12.8805423,A,Normal value
Libya,Total,15 to 24 years old,Total,Total,Total,2024,4.588723457,A,Normal value
Lithuania,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Lithuania,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Madagascar,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Madagascar,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Malawi,Total,25 years old and over,Total,Total,Total,2024,12.15848376,A,Normal value
Malawi,Total,15 to 24 years old,Total,Total,Total,2024,9.179257068,A,Normal value
Malaysia,Total,25 years old and over,Total,Total,Total,2024,38.18750738,A,Normal value
Malaysia,Total,15 to 24 years old,Total,Total,Total,2024,33.00434184,A,Normal value
Mali,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Mali,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Malta,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Malta,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Mauritania,Total,25 years old and over,Total,Total,Total,2024,12.19899482,A,Normal value
Mauritania,Total,15 to 24 years old,Total,Total,Total,2024,6.098099782,A,Normal value
Mauritius,Total,25 years old and over,Total,Total,Total,2024,23.85607494,A,Normal value
Mauritius,Total,15 to 24 years old,Total,Total,Total,2024,19.8395866,A,Normal value
Mexico,Total,25 years old and over,Total,Total,Total,2024,18.77640605,A,Normal value
Mexico,Total,15 to 24 years old,Total,Total,Total,2024,12.48940855,A,Normal value
Moldova,Total,25 years old and over,Total,Total,Total,2024,23.55668578,A,Normal value
Moldova,Total,15 to 24 years old,Total,Total,Total,2024,20.59575763,A,Normal value
Mongolia,Total,25 years old and over,Total,Total,Total,2024,58.91400674,A,Normal value
Mongolia,Total,15 to 24 years old,Total,Total,Total,2024,41.51837458,A,Normal value
Montenegro,Total,25 years old and over,Total,Total,Total,2024,22.12059802,A,Normal value
Montenegro,Total,15 to 24 years old,Total,Total,Total,2024,3.703252857,A,Normal value
Morocco,Total,25 years old and over,Total,Total,Total,2024,,O,Missing value
Morocco,Total,15 to 24 years old,Total,Total,Total,2024,,O,Missing value
Mozambique,Total,25 years old and over,Total,Total,Total,2024,16.25182341,A,Normal value
Mozambique,Total,15 to 24 years old,Total,Total,Total,2024,13.01698262,A,Normal value
Namibia,Total,25 years old and over,Total,Total,Total,2024,20.13735398,A,Normal value
